"DATE","TIME PERIOD","Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A)","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)"
"2021-08-26","26 Aug 2021","7.6285","0.85718"
"2021-08-27","27 Aug 2021","7.6195","0.85703"
"2021-08-30","30 Aug 2021","7.6347","0.85748"
"2021-08-31","31 Aug 2021","7.6465","0.85875"
"2021-09-01","01 Sep 2021","7.6421","0.85863"
"2021-09-02","02 Sep 2021","7.6503","0.85915"
"2021-09-03","03 Sep 2021","7.6555","0.85840"
"2021-09-06","06 Sep 2021","7.6611","0.85710"
"2021-09-07","07 Sep 2021","7.6670","0.86115"
"2021-09-08","08 Sep 2021","7.6376","0.85873"
"2021-09-09","09 Sep 2021","7.6402","0.85555"
"2021-09-10","10 Sep 2021","7.6228","0.85260"
"2021-09-13","13 Sep 2021","7.6059","0.85120"
"2021-09-14","14 Sep 2021","7.6168","0.85260"
"2021-09-15","15 Sep 2021","7.6069","0.85510"
"2021-09-16","16 Sep 2021","7.5849","0.85025"
"2021-09-17","17 Sep 2021","7.6044","0.85363"
"2021-09-20","20 Sep 2021","7.5726","0.85705"
"2021-09-21","21 Sep 2021","7.5945","0.85855"
"2021-09-22","22 Sep 2021","7.5850","0.86000"
"2021-09-23","23 Sep 2021","7.5643","0.85495"
"2021-09-24","24 Sep 2021","7.5803","0.85703"
"2021-09-27","27 Sep 2021","7.5609","0.85420"
"2021-09-28","28 Sep 2021","7.5433","0.85950"
"2021-09-29","29 Sep 2021","7.5347","0.86443"
"2021-09-30","30 Sep 2021","7.4847","0.86053"
"2021-10-01","01 Oct 2021","7.4781","0.85653"
"2021-10-04","04 Oct 2021","7.5013","0.85530"
"2021-10-05","05 Oct 2021","7.4805","0.85173"
"2021-10-06","06 Oct 2021","7.4407","0.84970"
"2021-10-07","07 Oct 2021","7.4536","0.85023"
"2021-10-08","08 Oct 2021","7.4591","0.84890"
"2021-10-11","11 Oct 2021","7.4644","0.84878"
"2021-10-12","12 Oct 2021","7.4522","0.84755"
"2021-10-13","13 Oct 2021","7.4482","0.84898"
"2021-10-14","14 Oct 2021","7.4683","0.84618"
"2021-10-15","15 Oct 2021","7.4663","0.84368"
"2021-10-18","18 Oct 2021","7.4617","0.84438"
"2021-10-19","19 Oct 2021","7.4464","0.84275"
"2021-10-20","20 Oct 2021","7.4302","0.84503"
"2021-10-21","21 Oct 2021","7.4463","0.84290"
"2021-10-22","22 Oct 2021","7.4337","0.84370"
"2021-10-25","25 Oct 2021","7.4142","0.84380"
"2021-10-26","26 Oct 2021","7.4124","0.84178"
"2021-10-27","27 Oct 2021","7.4260","0.84530"
"2021-10-28","28 Oct 2021","7.4169","0.84373"
"2021-10-29","29 Oct 2021","7.4488","0.84490"
"2021-11-01","01 Nov 2021","7.4077","0.84575"
"2021-11-02","02 Nov 2021","7.4239","0.84955"
"2021-11-03","03 Nov 2021","7.4082","0.84823"
"2021-11-04","04 Nov 2021","7.3983","0.85350"
"2021-11-05","05 Nov 2021","7.3756","0.85545"
"2021-11-08","08 Nov 2021","7.4048","0.85478"
"2021-11-09","09 Nov 2021","7.3989","0.85380"
"2021-11-10","10 Nov 2021","7.3866","0.85548"
"2021-11-11","11 Nov 2021","7.3292","0.85538"
"2021-11-12","12 Nov 2021","7.3047","0.85505"
"2021-11-15","15 Nov 2021","7.3034","0.85165"
"2021-11-16","16 Nov 2021","7.2627","0.84533"
"2021-11-17","17 Nov 2021","7.2170","0.84090"
"2021-11-18","18 Nov 2021","7.2419","0.84173"
"2021-11-19","19 Nov 2021","7.2027","0.83928"
"2021-11-22","22 Nov 2021","7.1975","0.83923"
"2021-11-23","23 Nov 2021","7.1943","0.84185"
"2021-11-24","24 Nov 2021","7.1600","0.83935"
"2021-11-25","25 Nov 2021","7.1676","0.84295"
"2021-11-26","26 Nov 2021","7.2149","0.84620"
"2021-11-29","29 Nov 2021","7.2002","0.84583"
"2021-11-30","30 Nov 2021","7.2395","0.85173"
"2021-12-01","01 Dec 2021","7.2065","0.85000"
"2021-12-02","02 Dec 2021","7.2297","0.85135"
"2021-12-03","03 Dec 2021","7.1935","0.85048"
"2021-12-06","06 Dec 2021","7.1986","0.85128"
"2021-12-07","07 Dec 2021","7.1671","0.84933"
"2021-12-08","08 Dec 2021","7.1726","0.85603"
"2021-12-09","09 Dec 2021","7.2114","0.85740"
"2021-12-10","10 Dec 2021","7.1814","0.85355"
"2021-12-13","13 Dec 2021","7.1777","0.85158"
"2021-12-14","14 Dec 2021","7.1956","0.85345"
"2021-12-15","15 Dec 2021","7.1691","0.84980"
"2021-12-16","16 Dec 2021","7.2183","0.84835"
"2021-12-17","17 Dec 2021","7.2234","0.85208"
"2021-12-20","20 Dec 2021","7.1882","0.85205"
"2021-12-21","21 Dec 2021","7.1965","0.85280"
"2021-12-22","22 Dec 2021","7.1999","0.84900"
"2021-12-23","23 Dec 2021","7.2056","0.84228"
"2021-12-24","24 Dec 2021","7.2064","0.84389"
"2021-12-27","27 Dec 2021","7.2087","0.84330"
"2021-12-28","28 Dec 2021","7.2159","0.84248"
"2021-12-29","29 Dec 2021","7.1994","0.84115"
"2021-12-30","30 Dec 2021","7.2230","0.83930"
"2021-12-31","31 Dec 2021","7.1947","0.84028"
"2022-01-03","03 Jan 2022","7.2174","0.84135"
"2022-01-04","04 Jan 2022","7.1924","0.83618"
"2022-01-05","05 Jan 2022","7.2087","0.83546"
"2022-01-06","06 Jan 2022","7.2187","0.83593"
"2022-01-07","07 Jan 2022","7.2060","0.83430"
"2022-01-10","10 Jan 2022","7.2128","0.83398"
"2022-01-11","11 Jan 2022","7.2255","0.83475"
"2022-01-12","12 Jan 2022","7.2379","0.83338"
"2022-01-13","13 Jan 2022","7.2913","0.83545"
"2022-01-14","14 Jan 2022","7.2728","0.83508"
"2022-01-17","17 Jan 2022","7.2402","0.83573"
"2022-01-18","18 Jan 2022","7.2212","0.83673"
"2022-01-19","19 Jan 2022","7.2003","0.83168"
"2022-01-20","20 Jan 2022","7.1936","0.83265"
"2022-01-21","21 Jan 2022","7.1946","0.83633"
"2022-01-24","24 Jan 2022","7.1533","0.83803"
"2022-01-25","25 Jan 2022","7.1325","0.83713"
"2022-01-26","26 Jan 2022","7.1293","0.83458"
"2022-01-27","27 Jan 2022","7.1061","0.83368"
"2022-01-28","28 Jan 2022","7.0857","0.83178"
"2022-01-31","31 Jan 2022","7.0963","0.83153"
"2022-02-01","01 Feb 2022","7.1625","0.83498"
"2022-02-02","02 Feb 2022","7.2026","0.83395"
"2022-02-03","03 Feb 2022","7.1795","0.83208"
"2022-02-04","04 Feb 2022","7.2923","0.84593"
"2022-02-07","07 Feb 2022","7.2807","0.84685"
"2022-02-08","08 Feb 2022","7.2636","0.84363"
"2022-02-09","09 Feb 2022","7.2759","0.84255"
"2022-02-10","10 Feb 2022","7.2722","0.84248"
"2022-02-11","11 Feb 2022","7.2564","0.83958"
"2022-02-14","14 Feb 2022","7.1937","0.83720"
"2022-02-15","15 Feb 2022","7.1969","0.83765"
"2022-02-16","16 Feb 2022","7.2101","0.83940"
"2022-02-17","17 Feb 2022","7.2060","0.83493"
"2022-02-18","18 Feb 2022","7.1840","0.83425"
"2022-02-21","21 Feb 2022","7.1831","0.83298"
"2022-02-22","22 Feb 2022","7.1771","0.83685"
"2022-02-23","23 Feb 2022","7.1669","0.83463"
"2022-02-24","24 Feb 2022","7.0601","0.83463"
"2022-02-25","25 Feb 2022","7.0828","0.83740"
"2022-02-28","28 Feb 2022","7.0670","0.83550"
"2022-03-01","01 Mar 2022","7.0462","0.83290"
"2022-03-02","02 Mar 2022","7.0153","0.83316"
"2022-03-03","03 Mar 2022","6.9996","0.82773"
"2022-03-04","04 Mar 2022","6.9065","0.82388"
"2022-03-07","07 Mar 2022","6.8846","0.82625"
"2022-03-08","08 Mar 2022","6.8805","0.83185"
"2022-03-09","09 Mar 2022","6.9454","0.83570"
"2022-03-10","10 Mar 2022","7.0063","0.84175"
"2022-03-11","11 Mar 2022","6.9633","0.83970"
"2022-03-14","14 Mar 2022","6.9738","0.83915"
"2022-03-15","15 Mar 2022","7.0117","0.84053"
"2022-03-16","16 Mar 2022","6.9817","0.83988"
"2022-03-17","17 Mar 2022","7.0176","0.84315"
"2022-03-18","18 Mar 2022","7.0031","0.83925"
"2022-03-21","21 Mar 2022","7.0152","0.83775"
"2022-03-22","22 Mar 2022","7.0137","0.83228"
"2022-03-23","23 Mar 2022","7.0003","0.83280"
"2022-03-24","24 Mar 2022","6.9933","0.83288"
"2022-03-25","25 Mar 2022","7.0007","0.83380"
"2022-03-28","28 Mar 2022","6.9862","0.83643"
"2022-03-29","29 Mar 2022","7.0550","0.84440"
"2022-03-30","30 Mar 2022","7.0666","0.84563"
"2022-03-31","31 Mar 2022","7.0403","0.84595"
"2022-04-01","01 Apr 2022","7.0311","0.84145"
"2022-04-04","04 Apr 2022","7.0026","0.83890"
"2022-04-05","05 Apr 2022","6.9783","0.83490"
"2022-04-06","06 Apr 2022","6.9498","0.83473"
"2022-04-07","07 Apr 2022","6.9448","0.83450"
"2022-04-08","08 Apr 2022","6.9115","0.83355"
"2022-04-11","11 Apr 2022","6.9405","0.83693"
"2022-04-12","12 Apr 2022","6.9199","0.83455"
"2022-04-13","13 Apr 2022","6.8939","0.83280"
"2022-04-14","14 Apr 2022","6.9320","0.82908"
"2022-04-19","19 Apr 2022","6.9008","0.82955"
"2022-04-20","20 Apr 2022","6.9448","0.82965"
"2022-04-21","21 Apr 2022","7.0228","0.83523"
"2022-04-22","22 Apr 2022","7.0332","0.83925"
"2022-04-25","25 Apr 2022","7.0398","0.84330"
"2022-04-26","26 Apr 2022","6.9837","0.84135"
"2022-04-27","27 Apr 2022","6.9377","0.84215"
"2022-04-28","28 Apr 2022","6.9381","0.84350"
"2022-04-29","29 Apr 2022","6.9441","0.83908"
"2022-05-02","02 May 2022","6.9548","0.83810"
"2022-05-03","03 May 2022","6.9759","0.84130"
"2022-05-04","04 May 2022","6.9594","0.84194"
"2022-05-05","05 May 2022","6.9944","0.85190"
"2022-05-06","06 May 2022","7.0506","0.85625"
"2022-05-09","09 May 2022","7.0886","0.85235"
"2022-05-10","10 May 2022","7.0967","0.85595"
"2022-05-11","11 May 2022","7.0893","0.85393"
"2022-05-12","12 May 2022","7.0691","0.85293"
"2022-05-13","13 May 2022","7.0513","0.85115"
"2022-05-16","16 May 2022","7.0786","0.85045"
"2022-05-17","17 May 2022","7.0899","0.84400"
"2022-05-18","18 May 2022","7.0972","0.84670"
"2022-05-19","19 May 2022","7.1028","0.84728"
"2022-05-20","20 May 2022","7.0638","0.84820"
"2022-05-23","23 May 2022","7.0850","0.84783"
"2022-05-24","24 May 2022","7.1449","0.85750"
"2022-05-25","25 May 2022","7.1334","0.85295"
"2022-05-26","26 May 2022","7.2024","0.85073"
"2022-05-27","27 May 2022","7.1831","0.84875"
"2022-05-30","30 May 2022","7.1735","0.85150"
"2022-05-31","31 May 2022","7.1402","0.85138"
"2022-06-01","01 Jun 2022","7.1586","0.85158"
"2022-06-02","02 Jun 2022","7.1350","0.85195"
"2022-06-03","03 Jun 2022","7.1465","0.85420"
"2022-06-06","06 Jun 2022","7.1223","0.85415"
"2022-06-07","07 Jun 2022","7.1146","0.85365"
"2022-06-08","08 Jun 2022","7.1785","0.85575"
"2022-06-09","09 Jun 2022","7.1722","0.85653"
"2022-06-10","10 Jun 2022","7.0868","0.85048"
"2022-06-13","13 Jun 2022","7.0434","0.85850"
"2022-06-14","14 Jun 2022","7.0417","0.86578"
"2022-06-15","15 Jun 2022","7.0013","0.86328"
"2022-06-16","16 Jun 2022","6.9844","0.85550"
"2022-06-17","17 Jun 2022","7.0308","0.85500"
"2022-06-20","20 Jun 2022","7.0346","0.85748"
"2022-06-21","21 Jun 2022","7.0680","0.86010"
"2022-06-22","22 Jun 2022","7.0604","0.85885"
"2022-06-23","23 Jun 2022","7.0367","0.85818"
"2022-06-24","24 Jun 2022","7.0478","0.85773"
"2022-06-27","27 Jun 2022","7.0737","0.86200"
"2022-06-28","28 Jun 2022","7.0775","0.86350"
"2022-06-29","29 Jun 2022","7.0382","0.86461"
"2022-06-30","30 Jun 2022","6.9624","0.85820"
"2022-07-01","01 Jul 2022","6.9870","0.86648"
"2022-07-04","04 Jul 2022","6.9977","0.85960"
"2022-07-05","05 Jul 2022","6.9029","0.85845"
"2022-07-06","06 Jul 2022","6.8289","0.85676"
"2022-07-07","07 Jul 2022","6.8230","0.85105"
"2022-07-08","08 Jul 2022","6.8095","0.84585"
"2022-07-11","11 Jul 2022","6.7793","0.84540"
"2022-07-12","12 Jul 2022","6.7518","0.84823"
"2022-07-13","13 Jul 2022","6.7722","0.84371"
"2022-07-14","14 Jul 2022","6.7618","0.84560"
"2022-07-15","15 Jul 2022","6.7943","0.84988"
"2022-07-18","18 Jul 2022","6.8266","0.84708"
"2022-07-19","19 Jul 2022","6.9064","0.85303"
"2022-07-20","20 Jul 2022","6.8892","0.85178"
"2022-07-21","21 Jul 2022","6.9040","0.85545"
"2022-07-22","22 Jul 2022","6.8852","0.85141"
"2022-07-25","25 Jul 2022","6.9094","0.84813"
"2022-07-26","26 Jul 2022","6.8451","0.84558"
"2022-07-27","27 Jul 2022","6.8534","0.84138"
"2022-07-28","28 Jul 2022","6.8325","0.83586"
"2022-07-29","29 Jul 2022","6.8705","0.83990"
"2022-08-01","01 Aug 2022","6.9105","0.83700"
"2022-08-02","02 Aug 2022","6.9117","0.83665"
"2022-08-03","03 Aug 2022","6.8830","0.83629"
"2022-08-04","04 Aug 2022","6.8769","0.84231"
"2022-08-05","05 Aug 2022","6.9068","0.84268"
"2022-08-08","08 Aug 2022","6.8931","0.84165"
"2022-08-09","09 Aug 2022","6.9106","0.84520"
"2022-08-10","10 Aug 2022","6.9222","0.84608"
"2022-08-11","11 Aug 2022","6.9668","0.84575"
"2022-08-12","12 Aug 2022","6.9352","0.84715"
"2022-08-15","15 Aug 2022","6.9050","0.84375"
"2022-08-16","16 Aug 2022","6.8767","0.84218"
"2022-08-17","17 Aug 2022","6.8917","0.84208"
"2022-08-18","18 Aug 2022","6.9060","0.84391"
"2022-08-19","19 Aug 2022","6.8531","0.84938"
"2022-08-22","22 Aug 2022","6.8457","0.84658"
"2022-08-23","23 Aug 2022","6.7952","0.84343"
"2022-08-24","24 Aug 2022","6.8220","0.84283"
"2022-08-25","25 Aug 2022","6.8317","0.84293"
"2022-08-26","26 Aug 2022","6.8671","0.84590"
"2022-08-29","29 Aug 2022","6.9044","0.85420"
"2022-08-30","30 Aug 2022","6.9233","0.85645"
"2022-08-31","31 Aug 2022","6.8947","0.86035"
"2022-09-01","01 Sep 2022","6.9017","0.86473"
"2022-09-02","02 Sep 2022","6.9031","0.86478"
"2022-09-05","05 Sep 2022","6.8768","0.86358"
"2022-09-06","06 Sep 2022","6.9091","0.85743"
"2022-09-07","07 Sep 2022","6.8968","0.86510"
"2022-09-08","08 Sep 2022","6.9564","0.86656"
"2022-09-09","09 Sep 2022","6.9543","0.86860"
"2022-09-12","12 Sep 2022","7.0348","0.86778"
"2022-09-13","13 Sep 2022","7.0467","0.86793"
"2022-09-14","14 Sep 2022","6.9550","0.86498"
"2022-09-15","15 Sep 2022","6.9852","0.86934"
"2022-09-16","16 Sep 2022","6.9787","0.87400"
"2022-09-19","19 Sep 2022","7.0066","0.87785"
"2022-09-20","20 Sep 2022","7.0030","0.87395"
"2022-09-21","21 Sep 2022","6.9821","0.87335"
"2022-09-22","22 Sep 2022","6.9804","0.87256"
"2022-09-23","23 Sep 2022","6.9442","0.88201"
"2022-09-26","26 Sep 2022","6.9075","0.89404"
"2022-09-27","27 Sep 2022","6.9156","0.89275"
"2022-09-28","28 Sep 2022","6.9199","0.90268"
"2022-09-29","29 Sep 2022","6.9223","0.89485"
"2022-09-30","30 Sep 2022","6.9368","0.88300"
"2022-10-03","03 Oct 2022","6.9481","0.87070"
"2022-10-04","04 Oct 2022","7.0384","0.87273"
"2022-10-05","05 Oct 2022","7.0555","0.87340"
"2022-10-06","06 Oct 2022","7.0164","0.87583"
"2022-10-07","07 Oct 2022","6.9715","0.87383"
"2022-10-10","10 Oct 2022","6.9344","0.87730"
"2022-10-11","11 Oct 2022","6.9669","0.87703"
"2022-10-12","12 Oct 2022","6.9603","0.87840"
"2022-10-13","13 Oct 2022","6.9945","0.86513"
"2022-10-14","14 Oct 2022","6.9952","0.86823"
"2022-10-17","17 Oct 2022","7.0130","0.86250"
"2022-10-18","18 Oct 2022","7.0805","0.86928"
"2022-10-19","19 Oct 2022","7.0672","0.86993"
"2022-10-20","20 Oct 2022","7.0858","0.87258"
"2022-10-21","21 Oct 2022","7.0504","0.87728"
"2022-10-24","24 Oct 2022","7.1544","0.87070"
"2022-10-25","25 Oct 2022","7.2072","0.87143"
"2022-10-26","26 Oct 2022","7.1948","0.86603"
"2022-10-27","27 Oct 2022","7.2552","0.86745"
"2022-10-28","28 Oct 2022","7.2159","0.86120"
"2022-10-31","31 Oct 2022","7.2380","0.86115"
"2022-11-01","01 Nov 2022","7.2165","0.86058"
"2022-11-02","02 Nov 2022","7.2156","0.86100"
"2022-11-03","03 Nov 2022","7.1367","0.87228"
"2022-11-04","04 Nov 2022","7.0894","0.87478"
"2022-11-07","07 Nov 2022","7.2189","0.87135"
"2022-11-08","08 Nov 2022","7.2495","0.87378"
"2022-11-09","09 Nov 2022","7.2813","0.87774"
"2022-11-10","10 Nov 2022","7.2184","0.87298"
"2022-11-11","11 Nov 2022","7.3267","0.87538"
"2022-11-14","14 Nov 2022","7.2906","0.87513"
"2022-11-15","15 Nov 2022","7.3299","0.87455"
"2022-11-16","16 Nov 2022","7.3720","0.87483"
"2022-11-17","17 Nov 2022","7.3859","0.87475"
"2022-11-18","18 Nov 2022","7.3790","0.87063"
"2022-11-21","21 Nov 2022","7.3419","0.86793"
"2022-11-22","22 Nov 2022","7.3344","0.86358"
"2022-11-23","23 Nov 2022","7.3982","0.86369"
"2022-11-24","24 Nov 2022","7.4442","0.85933"
"2022-11-25","25 Nov 2022","7.4425","0.85885"
"2022-11-28","28 Nov 2022","7.5326","0.86606"
"2022-11-29","29 Nov 2022","7.4289","0.86218"
"2022-11-30","30 Nov 2022","7.3437","0.86488"
"2022-12-01","01 Dec 2022","7.3965","0.85715"
"2022-12-02","02 Dec 2022","7.3971","0.85855"
"2022-12-05","05 Dec 2022","7.3573","0.86085"
"2022-12-06","06 Dec 2022","7.3494","0.86170"
"2022-12-07","07 Dec 2022","7.3476","0.86408"
"2022-12-08","08 Dec 2022","7.3324","0.86258"
"2022-12-09","09 Dec 2022","7.3475","0.85950"
"2022-12-12","12 Dec 2022","7.3670","0.86006"
"2022-12-13","13 Dec 2022","7.3637","0.85753"
"2022-12-14","14 Dec 2022","7.4009","0.86118"
"2022-12-15","15 Dec 2022","7.4007","0.86194"
"2022-12-16","16 Dec 2022","7.4037","0.87233"
"2022-12-19","19 Dec 2022","7.3901","0.87118"
"2022-12-20","20 Dec 2022","7.3900","0.87530"
"2022-12-21","21 Dec 2022","7.4219","0.87651"
"2022-12-22","22 Dec 2022","7.4229","0.88243"
"2022-12-23","23 Dec 2022","7.4198","0.88030"
"2022-12-27","27 Dec 2022","7.3994","0.88333"
"2022-12-28","28 Dec 2022","7.4224","0.88058"
"2022-12-29","29 Dec 2022","7.4151","0.88549"
"2022-12-30","30 Dec 2022","7.3582","0.88693"
"2023-01-02","02 Jan 2023","7.3698","0.88630"
"2023-01-03","03 Jan 2023","7.2863","0.88048"
"2023-01-04","04 Jan 2023","7.2985","0.88076"
"2023-01-05","05 Jan 2023","7.2863","0.88303"
"2023-01-06","06 Jan 2023","7.2045","0.88475"
"2023-01-09","09 Jan 2023","7.2546","0.88048"
"2023-01-10","10 Jan 2023","7.2732","0.88330"
"2023-01-11","11 Jan 2023","7.2807","0.88673"
"2023-01-12","12 Jan 2023","7.2700","0.88690"
"2023-01-13","13 Jan 2023","7.2729","0.88800"
"2023-01-16","16 Jan 2023","7.2791","0.88758"
"2023-01-17","17 Jan 2023","7.3473","0.88595"
"2023-01-18","18 Jan 2023","7.3193","0.87530"
"2023-01-19","19 Jan 2023","7.3424","0.87648"
"2023-01-20","20 Jan 2023","7.3425","0.87600"
"2023-01-23","23 Jan 2023","7.3730","0.87970"
"2023-01-24","24 Jan 2023","7.3642","0.88368"
"2023-01-25","25 Jan 2023","7.3778","0.88248"
"2023-01-26","26 Jan 2023","7.3893","0.87945"
"2023-01-27","27 Jan 2023","7.3690","0.87885"
"2023-01-30","30 Jan 2023","7.3601","0.87978"
"2023-01-31","31 Jan 2023","7.3198","0.88073"
"2023-02-01","01 Feb 2023","7.3452","0.88413"
"2023-02-02","02 Feb 2023","7.3878","0.89289"
"2023-02-03","03 Feb 2023","7.3689","0.89250"
"2023-02-06","06 Feb 2023","7.3090","0.89278"
"2023-02-07","07 Feb 2023","7.2608","0.89338"
"2023-02-08","08 Feb 2023","7.2841","0.88800"
"2023-02-09","09 Feb 2023","7.2992","0.88515"
"2023-02-10","10 Feb 2023","7.2837","0.88348"
"2023-02-13","13 Feb 2023","7.2930","0.88281"
"2023-02-14","14 Feb 2023","7.3314","0.88125"
"2023-02-15","15 Feb 2023","7.3229","0.88825"
"2023-02-16","16 Feb 2023","7.3351","0.88883"
"2023-02-17","17 Feb 2023","7.3081","0.88888"
"2023-02-20","20 Feb 2023","7.3191","0.88738"
"2023-02-21","21 Feb 2023","7.3372","0.87925"
"2023-02-22","22 Feb 2023","7.3367","0.87945"
"2023-02-23","23 Feb 2023","7.3227","0.88140"
"2023-02-24","24 Feb 2023","7.3398","0.88245"
"2023-02-27","27 Feb 2023","7.3378","0.88073"
"2023-02-28","28 Feb 2023","7.3663","0.87701"
"2023-03-01","01 Mar 2023","7.3349","0.88574"
"2023-03-02","02 Mar 2023","7.3285","0.88785"
"2023-03-03","03 Mar 2023","7.3326","0.88530"
"2023-03-06","06 Mar 2023","7.3802","0.88630"
"2023-03-07","07 Mar 2023","7.3975","0.88968"
"2023-03-08","08 Mar 2023","7.3315","0.89074"
"2023-03-09","09 Mar 2023","7.3515","0.88814"
"2023-03-10","10 Mar 2023","7.3594","0.88258"
"2023-03-13","13 Mar 2023","7.3413","0.88370"
"2023-03-14","14 Mar 2023","7.3758","0.88054"
"2023-03-15","15 Mar 2023","7.2865","0.87243"
"2023-03-16","16 Mar 2023","7.3045","0.87820"
"2023-03-17","17 Mar 2023","7.3117","0.87488"
"2023-03-20","20 Mar 2023","7.3739","0.87560"
"2023-03-21","21 Mar 2023","7.4058","0.88033"
"2023-03-22","22 Mar 2023","7.4238","0.87925"
"2023-03-23","23 Mar 2023","7.4312","0.88523"
"2023-03-24","24 Mar 2023","7.3826","0.87940"
"2023-03-27","27 Mar 2023","7.4131","0.87818"
"2023-03-28","28 Mar 2023","7.4554","0.87938"
"2023-03-29","29 Mar 2023","7.4679","0.87988"
"2023-03-30","30 Mar 2023","7.4898","0.88164"
"2023-03-31","31 Mar 2023","7.4763","0.87920"
"2023-04-03","03 Apr 2023","7.4832","0.87790"
"2023-04-04","04 Apr 2023","7.5034","0.87333"
"2023-04-05","05 Apr 2023","7.5265","0.87685"
"2023-04-06","06 Apr 2023","7.5014","0.87495"
"2023-04-11","11 Apr 2023","7.5080","0.87738"
"2023-04-12","12 Apr 2023","7.5183","0.88038"
"2023-04-13","13 Apr 2023","7.5758","0.88058"
"2023-04-14","14 Apr 2023","7.5761","0.88440"
"2023-04-17","17 Apr 2023","7.5433","0.88373"
"2023-04-18","18 Apr 2023","7.5436","0.88143"
"2023-04-19","19 Apr 2023","7.5406","0.88108"
"2023-04-20","20 Apr 2023","7.5298","0.88153"
"2023-04-21","21 Apr 2023","7.5619","0.88570"
"2023-04-24","24 Apr 2023","7.5837","0.88463"
"2023-04-25","25 Apr 2023","7.6289","0.88645"
"2023-04-26","26 Apr 2023","7.6424","0.88560"
"2023-04-27","27 Apr 2023","7.6454","0.88428"
"2023-04-28","28 Apr 2023","7.5979","0.88050"
"2023-05-02","02 May 2023","7.5791","0.87868"
"2023-05-03","03 May 2023","7.6330","0.88265"
"2023-05-04","04 May 2023","7.6538","0.88015"
"2023-05-05","05 May 2023","7.6112","0.87378"
"2023-05-08","08 May 2023","7.6347","0.87228"
"2023-05-09","09 May 2023","7.5853","0.86990"
"2023-05-10","10 May 2023","7.5818","0.86813"
"2023-05-11","11 May 2023","7.5817","0.86795"
"2023-05-12","12 May 2023","7.5722","0.87020"
"2023-05-15","15 May 2023","7.5621","0.86943"
"2023-05-16","16 May 2023","7.5793","0.86938"
"2023-05-17","17 May 2023","7.5762","0.86895"
"2023-05-18","18 May 2023","7.5983","0.86890"
"2023-05-19","19 May 2023","7.5766","0.86840"
"2023-05-22","22 May 2023","7.6067","0.86846"
"2023-05-23","23 May 2023","7.6039","0.86993"
"2023-05-24","24 May 2023","7.6005","0.86993"
"2023-05-25","25 May 2023","7.5891","0.86793"
"2023-05-26","26 May 2023","7.5874","0.86813"
"2023-05-29","29 May 2023","7.5820","0.86805"
"2023-05-30","30 May 2023","7.5990","0.86365"
"2023-05-31","31 May 2023","7.5926","0.86405"
"2023-06-01","01 Jun 2023","7.6066","0.85823"
"2023-06-02","02 Jun 2023","7.6065","0.85930"
"2023-06-05","05 Jun 2023","7.6062","0.86323"
"2023-06-06","06 Jun 2023","7.6040","0.86103"
"2023-06-07","07 Jun 2023","7.6235","0.85970"
"2023-06-08","08 Jun 2023","7.6541","0.86113"
"2023-06-09","09 Jun 2023","7.6839","0.85795"
"2023-06-12","12 Jun 2023","7.6888","0.85678"
"2023-06-13","13 Jun 2023","7.7167","0.85850"
"2023-06-14","14 Jun 2023","7.7363","0.85455"
"2023-06-15","15 Jun 2023","7.7491","0.85555"
"2023-06-16","16 Jun 2023","7.8100","0.85428"
"2023-06-19","19 Jun 2023","7.8182","0.85268"
"2023-06-20","20 Jun 2023","7.8462","0.85705"
"2023-06-21","21 Jun 2023","7.8519","0.85828"
"2023-06-22","22 Jun 2023","7.8866","0.86115"
"2023-06-23","23 Jun 2023","7.8141","0.85479"
"2023-06-26","26 Jun 2023","7.8972","0.85878"
"2023-06-27","27 Jun 2023","7.8976","0.85990"
"2023-06-28","28 Jun 2023","7.9262","0.86420"
"2023-06-29","29 Jun 2023","7.9140","0.86400"
"2023-06-30","30 Jun 2023","7.8983","0.85828"
"2023-07-03","03 Jul 2023","7.9007","0.85980"
"2023-07-04","04 Jul 2023","7.8646","0.85673"
"2023-07-05","05 Jul 2023","7.8798","0.85685"
"2023-07-06","06 Jul 2023","7.8820","0.85310"
